cell_type	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20	PC21	PC22	PC23	PC24	PC25	PC26	PC27	PC28	PC29	PC30	PC31	PC32	PC33	PC34	PC35	PC36	PC37	PC38	PC39	PC40	PC41	PC42	PC43	PC44	PC45	PC46	PC47	PC48	PC49	PC50
B cells	10.381521	-0.083442	-0.690636	-1.078729	2.641092	-1.018364	0.840512	-1.459519	1.148528	0.204780	-1.690359	-1.564813	0.853781	-2.781767	-0.327728	-0.611242	0.651780	1.022548	-1.058492	1.786243	-0.190380	-1.045100	1.387633	-2.077056	2.443575	-3.394123	-0.679434	-0.335990	-1.747118	0.976703	0.901033	3.588873	-1.205569	1.361925	0.907498	-0.706150	1.580089	1.214413	-0.779776	1.289623	-2.388026	-0.386600	1.299606	-1.214087	1.327878	0.143746	-0.725859	1.616128	1.637663	-1.437527
CD14 Monocytes	-2.866668	-5.413633	-0.767141	3.959192	-0.090750	-0.727201	-1.003230	0.621404	-0.761828	1.232583	0.048788	0.206586	-1.301552	0.517503	0.723099	-0.132155	-0.423722	-1.561933	1.788150	-2.467394	0.633904	-1.005888	1.165664	0.197195	1.577397	-1.748341	-0.687954	0.614263	1.114206	-0.276049	-0.559611	-2.791077	-2.825554	0.051101	-1.195450	-0.783586	0.506399	1.670969	0.364140	1.346988	-0.292377	-2.330789	2.079397	-0.325079	-1.278582	1.708834	2.221674	-1.805916	0.247221	-0.793775
CD8 T	-4.491973	2.365791	-0.312527	-1.769102	0.205994	-1.936324	4.093118	-0.365967	1.339613	-2.531622	0.000046	0.254640	1.161915	-0.719916	-0.101735	-0.004249	0.885209	-2.166167	-1.038189	1.597499	2.826334	1.752414	-1.499765	2.031860	1.818798	0.356661	1.177742	0.810106	-1.520460	0.786156	0.403391	0.394114	-2.018136	-0.751579	2.077545	0.135181	0.849173	-1.107993	-0.653577	0.728441	-1.945523	0.435591	0.340281	0.681587	0.718761	-1.236612	0.126789	-1.092189	-1.645026	0.272621
CD4 T	-4.858711	-2.349401	0.325013	-2.383064	0.299785	0.869041	-1.725418	0.668332	0.637265	0.982987	0.835104	-1.326837	-1.597318	2.265499	2.250669	-1.403932	-2.029071	1.442041	2.099753	-0.188168	-1.985345	-1.049861	3.149650	0.608860	-2.790329	-1.018646	-0.688164	2.097481	-0.699522	-1.080319	-2.108438	2.726435	-1.868195	0.290290	1.348293	-0.626983	-3.581290	-0.039065	-0.207539	0.890387	1.753663	1.070336	0.998296	-1.576867	-1.174811	-0.632961	-2.090402	-1.296965	0.875200	0.857961
CD14 Monocytes	-3.404822	-8.241322	-2.386260	8.037179	0.138220	0.595251	1.373990	-2.302267	-0.693258	-2.129351	-0.873966	-0.295724	0.664237	1.694963	-8.311507	1.680932	-2.327028	-0.261729	-0.347189	0.292813	1.591745	0.958468	0.077335	-0.649872	-3.590276	-3.868336	2.575448	-1.669307	-0.551562	-2.038852	0.400879	1.356859	-3.934704	1.514351	-1.713450	-0.332681	4.116637	2.520472	-1.654768	-3.295479	1.400814	1.197344	-2.602023	3.440370	1.331292	0.948961	3.572030	2.002063	-0.289793	2.766414
CD4 T	-2.993225	-1.883349	-0.469471	-2.928696	-0.035006	0.320903	-0.894080	-0.371437	0.773715	-0.371896	-0.942912	0.097303	-0.405822	-1.163039	-1.770786	-0.726204	0.178812	0.353209	0.355066	-0.381021	1.453094	1.097805	0.142454	0.818865	1.098477	1.567315	-0.587396	-0.700140	-0.010659	-0.297497	1.006499	0.968819	-1.571741	-0.750814	0.579559	-0.540024	-0.105000	-0.957971	-1.061881	-0.552078	0.591287	-0.449251	-0.004860	0.660484	1.338241	0.023560	0.944089	0.995957	-0.568839	0.525680
CD14 Monocytes	-1.513813	-7.148249	0.574460	8.546157	-0.680751	-1.019000	-0.750896	-0.295432	-1.708459	-4.112395	-3.026602	7.395442	4.839418	3.174068	-3.231296	1.559076	-2.959203	-1.688311	1.439883	3.555910	-1.150311	4.294944	-0.628769	-0.496479	-5.782621	5.422928	1.106138	-1.087052	1.889526	2.352323	-5.400653	-4.709250	2.263539	2.987998	6.980504	-6.058565	-0.923301	2.008885	0.875930	-6.923584	-3.162801	2.850421	-4.248717	-6.402882	4.574754	2.352671	-0.330870	2.788657	-1.535835	-2.943488
CD4 T	-1.918261	0.740261	0.324857	-1.702052	-6.370231	-0.895937	-2.708033	-0.251385	1.096076	-1.234320	-0.963217	-1.497451	-1.550683	0.263535	2.239657	0.653038	1.622972	-0.969835	-2.102617	0.996009	-2.057889	-2.121551	1.431913	-1.489464	0.919428	0.645300	-1.919271	2.830591	-1.041749	3.242712	0.391055	-4.119681	0.324031	0.193428	-0.548265	0.795253	-1.943519	-0.041641	1.856243	-4.250274	0.072881	0.384563	0.031728	-1.184505	0.840603	2.928973	0.229909	-1.536161	1.950994	0.885568
CD4 T	-4.370590	-1.185992	-0.062892	-2.811048	-0.348554	0.040119	-1.702630	-0.381980	-0.760424	-2.448578	1.471009	-0.537144	0.697780	1.913852	-2.828884	0.273139	0.055659	2.697135	-1.343571	1.400875	0.371439	0.698651	-1.278540	0.045027	1.518238	0.926214	-1.332195	-2.932077	-0.280783	1.623996	1.041270	-1.139793	-1.663352	2.671603	0.614716	-0.580792	0.280528	0.294297	-1.086155	1.480389	-0.236347	1.858832	-1.475973	-0.836193	1.365128	-1.348820	1.616210	-0.938131	1.126586	-0.235403
CD14 Monocytes	-1.189396	-5.447511	-1.456279	5.123867	-0.667823	-0.557286	-0.350073	0.573280	0.661802	0.509680	-0.517586	-0.272881	1.821147	-1.500570	0.276262	-0.128845	-1.258805	-0.130007	0.455748	4.185640	0.612339	2.137881	-0.623389	-1.799381	4.946240	-1.274541	0.206328	-0.871752	1.873019	1.117227	0.390440	-2.644807	-1.645451	-1.163263	1.746223	0.109815	0.580756	-0.482639	-0.514881	1.733723	-2.822446	-1.481261	1.297992	-3.126996	1.879690	-0.206460	-1.435309	0.434784	1.066204	2.689516
CD4 T	-2.129209	1.200753	-0.426397	-2.286846	-3.141428	0.004618	-0.211819	-1.767351	1.499449	-0.908174	-1.995097	-1.632635	-0.919442	0.098157	0.386237	0.215042	-0.510701	0.085945	1.598417	-1.809986	-0.185611	0.762729	1.312241	0.039988	-2.271158	0.298737	0.198928	1.823621	1.783450	1.372758	0.410920	-4.719037	0.375361	2.442595	-1.505942	-0.229379	2.234118	1.294502	1.497725	0.170740	-1.969575	0.044445	-2.208518	0.248336	-0.000843	0.842843	-2.872392	-0.416114	-0.323692	1.464828
CD4 T	-4.112511	-1.313876	0.492798	-2.723475	-0.770288	-0.482028	-0.431543	1.850618	0.155528	-1.212578	-3.027945	1.316670	-2.879790	-1.172872	1.008857	0.269037	-3.098943	-3.063267	0.505496	-0.597398	-0.574894	-0.488577	2.214427	-0.756902	-2.142487	2.619849	-0.315160	2.225756	-0.878697	1.370897	1.341311	0.358870	-1.249781	1.963545	1.243165	-3.383465	0.313140	-1.257370	-0.486094	2.745219	-2.636825	2.198125	1.532875	-1.928376	1.148722	-1.316484	3.485506	-0.113948	-2.621592	0.874494
CD8 T	-2.578149	7.815520	0.603258	1.942554	6.278578	2.464337	-0.921817	1.113725	2.202421	-2.216696	1.727942	-0.939101	0.531652	2.102049	-1.504115	1.269573	-4.258185	0.492383	1.545606	-0.832310	-2.715689	0.737259	-1.565721	0.046898	0.171520	1.326591	2.038957	0.775169	1.770806	1.024857	-0.305705	-0.811320	-0.808219	0.248895	-3.629774	2.795044	-1.066517	-0.430820	-0.020065	-1.707578	-0.355871	0.413882	-0.346685	1.453871	0.454374	-3.848853	-1.188274	1.492783	4.543584	-1.369162
NK cells	7.551834	0.260262	-1.706577	3.553144	-1.825638	-8.966256	-2.739715	10.512967	6.214188	0.822035	0.070255	-1.511143	3.507093	-1.949061	-2.498782	2.136302	-2.302477	-1.311701	-0.229529	0.386185	-3.320000	-0.386856	-1.265933	0.712507	2.109032	5.078100	0.370016	-0.677973	1.687705	0.485989	-0.391123	4.049795	0.789253	1.441282	1.734186	-2.615078	-1.724213	1.795557	-0.241044	2.077703	1.113528	2.641309	0.804301	1.199913	1.202226	0.863508	-1.406137	-1.426971	-2.544410	0.924710
CD8 T	-1.969818	0.722416	0.940686	-3.143502	-1.544934	0.003418	1.713079	-0.971327	0.628682	1.684621	-3.502029	-1.681663	1.405339	-0.424421	1.402645	-0.057883	-0.477892	1.638559	1.317977	0.830175	0.345075	0.046115	0.911651	-2.020884	-1.374278	3.702442	0.026248	0.805821	-0.405654	-2.584641	2.126911	-1.768489	1.019684	-1.002186	-1.552688	0.348667	1.027873	0.783929	0.101373	-0.870506	-0.189885	0.128949	1.631573	2.143811	0.532089	-0.093949	-0.214861	1.260810	0.110506	-2.568898
CD4 T	-3.551689	-1.449524	0.909387	-3.006427	-0.850896	-0.326095	-1.615495	-0.199955	0.837458	-0.817132	-0.405615	-0.663476	1.423753	0.058655	-0.169527	-1.304553	0.600498	-1.288566	0.795002	0.083301	0.924264	0.164450	1.682592	-2.019414	0.616078	-0.446736	-0.226404	-1.116937	1.363855	-1.959928	-1.331409	0.410551	0.831790	-0.213321	0.018377	-0.214305	0.885217	0.431483	-0.305998	1.370642	-0.097553	-0.020321	0.871693	0.447053	1.926142	1.717336	-2.334481	-1.523353	-1.801947	-1.555102
CD8 T	-4.291408	6.551403	-0.757328	2.281915	1.697406	1.288642	0.246436	2.246815	0.086679	0.569247	-0.242527	-0.912747	-3.053113	2.481426	2.472891	-0.973810	-5.043185	-1.339475	2.248909	-2.621933	1.975001	-3.247038	2.261628	-2.459862	-0.121034	-2.062466	0.394596	1.084299	-5.208246	-1.015450	0.906955	-0.477896	-1.584384	1.995953	-2.535077	0.614282	-1.502682	2.221273	1.995651	3.396972	2.330504	-1.830166	-2.166628	0.407683	1.401360	0.038290	1.179588	2.275134	-2.132854	-3.241023
B cells	10.706792	0.957471	-1.482408	0.805797	-5.072430	5.058829	0.536218	1.616510	1.307841	-1.738451	1.651637	-1.235324	0.886667	-1.345391	-0.633786	1.647982	2.067984	2.589836	0.179327	1.228222	0.464497	0.121349	-0.988699	-0.260091	-2.546049	-1.464454	0.179088	-0.338025	3.228241	-0.647016	1.761866	-1.735057	-0.078812	-0.146227	3.444993	-0.097149	-1.787496	0.312894	-2.114110	-0.393195	0.900082	0.621124	2.365889	-0.308047	0.311208	2.332592	-1.690062	1.427197	0.069093	0.770349
B cells	9.410390	-1.250664	0.627021	-3.331937	4.525569	-4.091558	-1.959742	-2.909208	-1.203646	-3.377975	0.166373	-0.412924	-0.686736	-0.234996	0.617277	-1.344460	-1.063504	1.309382	-1.800283	0.990268	0.656909	1.271104	0.532861	0.340389	1.052643	-2.006402	0.498468	1.136948	0.142770	-0.772130	-2.244397	1.212532	1.752699	0.927015	-1.424803	3.278330	1.137851	0.735241	0.975546	0.082436	-0.586759	1.353449	-1.049158	0.675484	2.005142	0.567720	-1.416632	1.030306	-2.042145	3.142067
CD14 Monocytes	-3.018456	-8.072886	-1.498358	5.161149	4.369784	1.888484	-0.591297	1.804830	-0.065940	1.113161	-1.777848	-0.931305	-2.579542	-4.402137	-0.787022	0.139748	-0.047184	-1.413426	-0.687069	0.399656	-2.444796	-0.970812	-1.018964	-1.325166	-1.331340	-3.142725	-1.777247	-0.910433	-2.603968	1.346819	-2.018947	0.872761	-1.038652	2.261347	0.636324	-2.079051	-0.951363	3.862544	-0.109675	0.007359	-0.305739	1.024069	2.156685	-2.231914	-3.334449	2.932252	0.762044	-1.823251	1.982446	0.165675
B cells	13.704693	0.987557	-2.250756	-0.990574	1.002456	-2.065594	1.078592	-1.063239	-1.089285	1.531620	-0.363873	-0.252993	2.452300	1.717582	-0.898648	0.815821	0.674163	-1.089536	-0.454205	1.113394	3.400570	1.392553	-0.386850	2.556789	3.889278	-0.032273	-3.011153	-0.304565	2.588847	2.121161	-1.078541	-0.185540	0.217980	-0.818428	0.291437	1.556470	0.892731	-2.078736	0.161630	-0.459163	0.075374	0.149093	-0.598581	-0.808822	-0.012059	3.063568	-1.913976	2.312248	1.753072	-1.686630
B cells	10.299083	-1.225052	-0.893296	-2.951812	3.210408	-0.856830	0.519932	-0.205963	-0.282383	-3.219657	-0.115466	1.789861	1.008413	0.389799	0.368995	-5.500061	-2.441612	-1.553927	0.037505	-1.808455	3.220111	-5.532175	1.609684	-1.533594	1.016431	1.822393	3.060689	-0.163071	-1.576338	4.021624	3.937624	-1.890344	-1.500516	-2.937752	1.105322	-3.186049	-0.667708	0.301606	-1.281862	1.387976	1.119982	-2.719414	-2.397943	-1.537358	0.659936	1.524996	2.031457	-0.039024	0.550325	-2.884409
B cells	12.945515	1.026154	-1.061739	0.847169	-3.304699	1.395903	0.404568	0.764132	-0.754362	-0.585012	-1.042072	0.529773	0.871277	-1.471972	-1.410154	1.497241	1.331584	1.083414	2.791504	0.333736	-0.532230	0.383096	0.989741	0.608848	-1.144816	-2.908941	0.252869	-1.165043	0.253200	1.069226	0.816052	0.892767	0.459627	-1.311929	2.200477	1.011315	-1.539327	0.998411	0.002943	0.787727	0.474503	-0.543582	-0.713368	1.045512	-0.463610	0.961423	-1.427208	-1.286789	2.088936	1.042281
B cells	6.356850	-2.603221	-0.954272	-2.978614	4.665001	3.126451	1.312490	0.526242	-0.495794	0.439388	-1.019997	-1.670081	-0.071186	0.584529	0.573359	0.479704	1.071629	-1.967999	1.007529	0.784880	-0.029635	0.058007	-0.033837	0.357248	-1.233669	-1.149765	0.654514	0.242114	-0.176414	-0.977267	0.272905	0.674531	0.865077	1.700699	-0.275255	1.229746	1.151246	0.750644	-1.946404	-1.261557	0.577078	-0.863658	1.535426	1.256839	-0.059069	0.184415	1.351489	-0.805072	0.667070	-0.230997
CD8 T	-3.610930	1.929762	0.408446	0.442487	3.655002	-1.124442	2.905468	-0.670562	2.162243	-1.188448	3.915787	3.493900	1.890408	-1.307224	3.795357	-0.289215	2.952811	1.502331	0.622529	0.057199	4.622777	3.930239	3.273787	2.529824	-0.851994	-0.513575	3.168536	-1.289076	-1.085676	-1.430884	-1.079748	-0.076003	0.883557	2.123785	0.796353	1.928422	1.344440	0.315372	1.875421	1.270984	1.927893	-0.191107	-2.164282	-1.104549	-2.067459	-0.356083	-0.181214	-0.554638	2.157053	-2.201924
CD14 Monocytes	-2.197860	-6.449847	-1.464804	3.735623	1.280289	-1.247567	-0.433218	-0.245965	-1.043210	-0.200059	1.076652	-3.214882	-3.183722	-2.938621	1.861258	-0.324491	1.036155	-1.248297	-2.269828	-2.586966	1.204645	1.658250	-0.476343	2.215948	0.952615	-1.520345	-0.097835	-0.787071	3.303807	0.352814	-1.324039	2.414952	-0.621070	-2.265354	2.936497	2.575712	1.577628	1.482607	-0.556652	-2.011422	1.131293	1.150271	-0.500897	2.880221	0.305588	2.097727	-0.312519	-0.975544	-0.021032	-0.901495
CD4 T	-2.203280	0.941704	0.855233	-1.722442	-0.625784	-0.312421	-0.404508	-1.299980	0.672534	-0.410014	0.118419	-0.027335	1.110129	-1.854908	1.099761	0.132708	-0.443672	-0.820510	-0.444395	1.266386	-2.017941	-0.534767	1.178460	-2.097547	0.545289	1.181079	0.452793	2.163392	3.295032	-1.201002	-2.529189	1.773422	-1.340801	-2.312520	-0.022475	-0.095124	0.261205	0.097947	-1.913663	3.249480	-0.245810	0.574700	0.342828	1.359239	-1.754413	1.029429	0.068955	-1.308789	-0.705371	0.218457
CD4 T	-3.445067	-1.388364	-0.271212	-2.288900	-1.908430	0.348491	-0.942216	0.138098	-0.611421	-1.588604	-1.073417	0.692939	-0.642665	-1.516559	1.772658	0.577434	-1.985172	-2.852659	0.723705	0.947828	0.932584	-2.905579	-0.011552	-0.339114	2.027757	1.076816	-1.214420	0.385057	-0.555618	1.341356	-1.095109	-1.748424	-1.033225	0.010140	-0.707226	1.074222	1.341057	0.095355	-0.470763	-1.561057	0.738231	1.201484	-0.819725	-0.466010	1.705025	-2.411517	0.608806	-0.165640	1.057253	2.955335
CD4 T	-2.987754	-1.416253	0.053108	-2.508952	-0.661950	1.013518	-1.726892	1.696813	0.185881	-0.626392	0.875289	0.083643	0.517546	-0.086100	0.578336	-1.115657	0.776233	-0.623123	0.788085	1.108040	2.062727	0.668343	0.237121	2.697039	1.646716	-0.814642	-0.638508	1.360473	-0.827476	0.527707	-0.311366	-1.009293	-1.946692	1.451584	2.466099	1.886068	-1.665170	2.194664	0.867175	-1.457155	2.153872	0.520847	1.026069	2.338829	1.528017	1.285922	-1.837191	-0.497986	-0.761892	1.410631
B cells	11.157585	0.054307	-0.205496	-2.877563	2.010583	-2.216852	0.052993	-2.786637	0.607107	-0.915273	0.881321	-1.614842	0.648966	-0.731659	-2.100651	0.676837	-0.053375	-0.529285	0.825335	-0.087179	1.210406	-0.074068	-2.393320	0.354890	-1.238503	-1.559767	1.966745	0.851002	-0.716159	-3.436434	0.284485	-3.017102	0.028907	1.215677	-1.589336	2.241502	-5.131801	-0.908723	-1.680780	-1.843573	-1.586279	0.136980	-0.470016	-3.307134	-2.629852	-1.514328	-2.670795	2.979161	-0.763974	1.836710
B cells	14.630121	1.031132	-1.416742	2.421839	-3.751411	-0.635516	1.297156	1.456559	-1.129399	1.774482	1.704527	-1.952474	-1.358821	2.387747	2.700875	0.222428	-0.767511	-0.084578	0.541460	1.695299	-3.071837	0.399835	-2.020665	0.453942	1.028169	1.815276	-1.451817	-0.468681	-0.169771	0.353820	-1.663929	-0.946929	-2.629228	-2.469082	-0.177109	0.005742	-3.389484	-0.405109	3.356928	-1.607947	0.755102	1.623339	1.083396	0.641633	-1.032783	1.354211	-0.968742	0.348274	0.348242	-0.443495
CD8 T	-3.492786	3.424298	0.096964	-0.259190	1.220250	0.620548	1.400900	3.121961	-1.259516	3.626688	-0.185336	-0.026663	-0.267475	1.524575	-0.252700	-0.793081	0.709916	1.099609	-0.335050	1.634857	0.862826	-0.825420	-0.684607	0.744509	0.434159	0.225691	-1.533680	0.942378	-0.271275	-1.303534	-1.968908	-0.380922	-1.026136	-1.202311	1.500810	0.656868	-0.634991	1.308637	0.203994	1.150157	0.035941	1.619943	-1.233593	-0.501539	-2.890241	-0.807680	0.499607	-0.006733	1.528284	2.282954
B cells	10.346288	-0.157781	-0.449471	-0.888452	0.203351	-2.164558	-0.332711	0.381649	1.459810	-0.180258	-0.754673	-0.641138	-0.830952	-2.250000	-0.424436	-0.301506	-1.974462	1.322072	-3.173731	-1.955129	1.699742	-1.324665	0.815150	2.123999	-0.298635	-0.720058	-2.161335	-1.527869	2.821494	2.531151	2.732623	-0.253637	-0.256724	1.902347	-0.607297	1.712808	0.859156	0.084804	-0.534705	1.723793	-1.467101	-3.696850	1.871150	0.773979	-0.904887	-0.622097	0.073015	0.188603	-0.191808	-0.345585
CD4 T	-3.778111	-1.570456	0.427972	-2.639343	1.998924	1.133882	-1.091404	-0.539460	2.141250	-0.256545	0.004434	-2.922758	0.026907	2.436682	-0.392765	0.936169	0.683185	0.619756	0.900907	-0.102915	-0.674788	-0.735910	-0.121316	1.137519	-1.591998	0.321846	-1.772863	1.045461	0.199795	0.124161	-0.430053	-0.162965	-0.568724	1.472782	-1.760764	-0.857301	-0.580011	1.152463	1.704560	0.757676	1.004499	0.734978	1.604798	-1.481841	1.655176	-1.766912	-0.067894	-1.213856	-0.487968	-2.312667
B cells	8.450354	1.003744	-1.714789	2.026824	-4.730217	7.214050	0.167313	0.656520	4.277934	-1.849760	0.834713	0.315146	0.009364	-0.229693	0.457720	0.619448	-0.951786	-2.797370	0.611795	0.534743	2.419569	-0.472432	-1.775074	0.169274	-0.664165	-1.034054	3.134105	0.688729	-2.168406	0.922393	1.833421	1.355939	0.039550	-2.675287	-3.141114	-4.461489	-0.161254	-2.336567	0.654049	2.832051	-2.526206	-2.518749	1.022373	0.477788	-4.988315	1.691643	0.294391	-1.380717	0.822638	2.125294
B cells	9.471447	1.252013	-1.814790	-0.716247	0.059329	5.572178	1.554081	2.355792	2.079811	0.919015	-0.576911	0.240812	1.560890	-0.358095	0.951378	1.198865	-0.740321	-0.284755	0.694917	-1.601841	0.790123	0.457299	1.157438	1.478667	-2.146575	0.476487	-1.078687	-0.335251	-0.010902	-1.032567	-0.001296	-0.443941	0.559432	0.259278	0.076718	0.961887	-0.832269	-0.814652	-0.890775	0.632637	1.255905	0.210848	2.703651	0.925289	0.969799	1.359787	0.493926	-0.070299	-0.412355	-1.556639
CD8 T	-4.867086	2.877147	0.672048	-1.039910	1.867570	-1.919922	0.909775	-2.798259	2.570113	0.191539	-1.094791	-2.779603	0.190479	0.100299	-0.216019	1.750894	-1.433708	2.866539	1.090331	0.068076	-0.302201	-0.782470	0.473041	-0.006956	-1.444310	0.551283	1.372483	-1.956256	1.140687	1.461468	-0.128146	0.116415	1.045428	4.009461	0.276600	1.135125	1.932679	-0.505987	-0.187032	-2.025927	-0.187387	-0.964668	-2.067355	-0.072368	0.318302	-3.005798	-0.370535	2.751535	-0.635031	0.691256
CD4 T	-3.854656	-1.269195	0.890492	-3.353482	0.633015	0.614859	0.370731	0.296284	-0.264304	-1.196499	-0.871310	1.258407	0.251617	0.222889	-0.132752	-0.300022	-0.084157	0.814511	0.477514	-1.561246	-0.314900	1.187756	-1.840731	-2.143819	1.131311	-0.826031	-1.260438	-1.852910	0.145473	1.530819	-0.093630	-0.245427	-0.207220	0.228945	-0.646013	-0.217247	-3.572252	1.029944	0.013261	-0.515733	-1.147136	-1.820080	-0.150029	-1.511598	0.249014	1.156598	-2.218158	0.324957	0.639287	-1.002769
CD14 Monocytes	-1.386190	-6.569514	-1.712449	7.337502	-2.760762	-0.780032	0.449044	2.871895	2.685287	0.952992	-1.542860	1.468638	3.770204	2.511795	1.147863	-2.222883	0.429573	2.990437	2.927145	-5.108337	-1.681973	-0.326785	2.415170	0.295714	-0.399933	-0.782492	-1.194870	-4.153287	-1.428033	2.198506	-0.888561	-3.010463	1.715200	0.587105	-0.162900	-0.989414	1.125976	1.128752	-3.162393	1.444044	2.945271	4.418911	-0.703701	0.733377	1.113901	-4.205378	1.729766	-0.919857	0.596584	-0.915311
CD4 T	-3.631821	-1.585694	-0.373897	-2.690580	-1.032657	0.751445	-1.113565	-0.665352	-1.121180	0.406634	2.058230	0.629031	-3.717215	-0.640991	-1.389360	-0.395951	1.218017	0.917221	-0.918155	-1.759624	-1.108438	2.125527	-0.247088	0.627836	0.537347	0.699732	-0.247394	-2.919326	-0.725363	-0.624998	-1.825772	0.540210	0.505352	-1.095345	1.350654	-0.415390	3.035352	-0.250889	-0.472602	0.148046	-0.878637	0.338630	0.296027	1.129844	0.946020	0.592817	-0.586573	2.664177	-0.934869	-0.799242
CD4 T	-5.037521	-0.691063	-0.569980	-3.162506	-1.577688	1.108227	-2.019989	1.382261	0.019924	0.754495	1.331648	-1.300234	-0.249125	-0.507877	-0.598067	1.664675	-0.569728	1.360068	-2.011752	1.983283	-0.592857	0.730391	-1.506609	-0.675318	-0.013125	-0.744657	-0.653475	0.595075	0.499291	-0.952868	1.314368	-1.029271	-0.493186	-2.806854	0.674447	0.152843	0.114911	0.986452	1.624594	4.103825	-1.620720	0.250069	-0.762588	1.664520	2.452418	-0.761282	-0.897982	0.360030	0.942789	-2.051244
CD8 T	-3.713593	8.378982	-0.705544	2.391457	-1.902060	-1.225984	3.334410	-1.762055	1.707116	-3.521012	1.225344	4.966825	-0.073992	-1.931505	3.034950	0.597429	0.034420	-2.082002	-3.465276	1.428352	-3.793736	-0.334458	-2.197556	-1.481421	2.227328	1.887838	-2.039963	1.694638	-4.614985	-1.060325	-3.465269	1.548082	-2.545129	5.856401	-1.322838	2.158722	-3.364470	-3.811199	-3.486328	5.795975	-0.758878	-5.261392	-1.991030	-0.149645	-6.692607	1.617507	-4.098164	0.011681	-1.363979	2.188399
CD14 Monocytes	-1.996104	-7.467472	-1.953238	6.153720	1.309255	3.273576	-0.732529	-0.797408	-0.467280	1.265932	0.106365	0.446041	-0.919989	-1.259038	-2.425029	-1.541342	-2.417732	0.244130	-0.068021	-1.281855	0.949974	-2.590525	-0.467629	4.102781	-1.065512	1.351121	-0.881056	1.999505	-0.598480	1.367397	-0.246052	-0.648179	0.489153	1.848029	-1.876878	-0.862570	0.901636	0.333953	3.567053	-0.897606	2.617666	0.870885	2.740230	0.179153	0.731952	0.045791	0.443703	1.201211	1.146966	-1.025745
CD4 T	-4.558560	0.208843	-0.445197	-3.143925	-0.000994	-0.067986	-0.461209	0.843408	-0.866327	0.894149	-0.968009	-0.433416	2.192945	-0.528721	-2.187923	0.734534	-0.814824	-1.019941	-1.832721	-0.817524	-0.642385	-0.166600	1.334769	-0.819850	0.719567	-0.672469	-0.042237	0.876467	-0.462409	-2.884104	2.837177	0.119675	0.042541	0.134933	-0.036563	0.214408	-1.387268	3.207640	0.236316	0.535332	0.077899	-0.609289	0.118180	-1.417957	0.051514	-0.211329	-0.171091	-0.183903	-1.173307	-0.464862
CD4 T	-4.221118	-2.524787	-0.197078	-2.421839	0.175188	-0.820888	-0.684917	1.488285	0.717164	1.363567	1.160739	-2.339257	0.036850	-1.186030	-2.031605	-0.772323	0.643169	0.275766	2.255709	-1.324374	-1.676085	0.860694	-0.771115	-0.673993	-1.131005	-3.078736	-3.019200	2.115923	0.278217	1.143497	-0.688733	1.754360	1.806287	1.180264	0.264726	-1.405220	1.407372	2.096618	0.246211	0.133045	0.405910	-0.128488	0.177159	0.395720	1.989466	-0.326836	0.085751	3.068546	-1.446761	-0.391342
CD4 T	-3.855066	-0.465379	0.134995	-1.717840	-3.869542	-0.470464	1.733871	-0.403549	-1.654462	-0.339388	-2.706192	-0.159159	0.261927	-1.449799	-0.252897	-0.364070	-0.689692	-0.864978	-0.117134	0.398748	1.786402	0.620068	1.265722	1.709935	-3.437153	-1.388066	1.326947	-1.829069	0.249002	-1.219012	2.663391	-1.947667	1.126715	-3.868530	-2.796848	0.740832	2.511809	0.932261	1.014851	-0.060477	-0.476411	-0.135106	1.628049	-1.041891	1.884480	-0.842157	1.054915	-4.234372	-1.060377	0.823714
